user_id,country,age,gender,city_size,device,registration_date
u_000088,Ukraine,54,M,regional,mobile,2024-04-20
u_000089,Poland,40,M,capital,mobile,2024-04-21
u_000090,Ukraine,26,M,regional,mobile,2024-04-21
u_000091,UK,33,F,capital,desktop,2024-04-21
u_000092,Ukraine,36,F,capital,mobile,2024-04-21
u_000093,Ukraine,44,M,capital,desktop,2024-04-21
u_000094,Ukraine,19,Other,capital,mobile,2024-04-21
u_000095,Germany,25,F,regional,desktop,2024-04-21
u_000096,Ukraine,39,F,capital,mobile,2024-04-22
u_000097,Ukraine,34,F,capital,desktop,2024-04-22
u_000098,Ukraine,42,F,small,mobile,2024-04-22
u_000099,Other,21,Other,small,mobile,2024-04-23
u_000100,Canada,40,M,regional,mobile,2024-04-23
u_000101,UK,49,F,regional,mobile,2024-04-23
u_000102,Ukraine,41,F,small,desktop,2024-04-23
u_000103,Other,37,F,capital,mobile,2024-04-23
u_000104,USA,34,F,regional,mobile,2024-04-23
u_000105,UK,25,M,capital,desktop,2024-04-24
u_000106,Ukraine,35,M,regional,desktop,2024-04-24
u_000107,Ukraine,51,M,small,desktop,2024-04-24
u_000108,Ukraine,34,F,small,desktop,2024-04-24
u_000109,Canada,25,M,small,mobile,2024-04-24
u_000110,Poland,30,M,regional,mobile,2024-04-25
u_000111,Ukraine,38,F,regional,desktop,2024-04-25
u_000112,Ukraine,31,M,small,mobile,2024-04-25
u_000113,Germany,41,M,regional,mobile,2024-04-25
u_000114,Ukraine,42,M,regional,mobile,2024-04-25
u_000115,USA,46,F,capital,mobile,2024-04-26
u_000116,USA,53,F,regional,mobile,2024-04-26
u_000117,UK,47,M,capital,mobile,2024-04-26
u_000118,Ukraine,24,F,regional,mobile,2024-04-26
u_000119,Germany,25,F,capital,mobile,2024-04-28
u_000120,Germany,35,M,regional,desktop,2024-04-28
u_000121,Germany,30,F,capital,mobile,2024-04-28
u_000122,Ukraine,22,F,capital,mobile,2024-04-28
u_000123,Ukraine,30,Other,regional,desktop,2024-04-28
u_000124,Ukraine,30,M,capital,mobile,2024-04-28
u_000125,Poland,27,M,small,desktop,2024-04-28
u_000126,Ukraine,32,M,regional,desktop,2024-04-28
u_000127,Ukraine,50,F,capital,mobile,2024-04-29
u_000128,Ukraine,38,F,capital,mobile,2024-04-30
u_000129,Germany,65,M,small,desktop,2024-04-30
u_000130,Ukraine,38,F,regional,desktop,2024-04-30
u_000131,Other,32,F,regional,desktop,2024-04-30
u_000132,Germany,36,F,capital,mobile,2024-04-30
u_000133,Ukraine,39,M,regional,desktop,2024-05-01
u_000134,Germany,41,F,small,desktop,2024-05-01
u_000135,Ukraine,60,M,capital,desktop,2024-05-01
u_000136,Other,25,F,capital,mobile,2024-05-01
u_000137,Poland,46,M,capital,desktop,2024-05-02
u_000138,USA,38,F,capital,mobile,2024-05-02
u_000139,Ukraine,18,F,regional,mobile,2024-05-02
u_000140,Poland,45,M,small,mobile,2024-05-03
u_000141,Poland,51,M,small,mobile,2024-05-03
u_000142,Other,25,F,small,desktop,2024-05-03
u_000143,Germany,35,F,capital,mobile,2024-05-03
u_000144,Poland,18,F,small,mobile,2024-05-04
u_000145,Ukraine,20,F,capital,mobile,2024-05-04
u_000146,Ukraine,48,M,capital,desktop,2024-05-04
u_000147,Poland,30,F,regional,mobile,2024-05-04
u_000148,Ukraine,22,M,capital,mobile,2024-05-04
u_000149,Ukraine,38,F,small,mobile,2024-05-05
u_000150,USA,29,M,small,mobile,2024-05-05
u_000151,Canada,30,F,small,desktop,2024-05-05
u_000152,Ukraine,44,F,small,mobile,2024-05-05
u_000153,Poland,22,F,capital,mobile,2024-05-06
u_000154,Ukraine,25,M,capital,mobile,2024-05-06
u_000155,UK,37,M,small,desktop,2024-05-06
u_000156,Ukraine,47,M,regional,mobile,2024-05-06
u_000157,Germany,50,F,small,desktop,2024-05-06
u_000158,UK,28,F,capital,desktop,2024-05-07
u_000159,USA,47,F,capital,desktop,2024-05-07
u_000160,Ukraine,26,F,capital,mobile,2024-05-08
u_000161,Canada,57,M,regional,desktop,2024-05-08
u_000162,Ukraine,22,M,small,desktop,2024-05-09
u_000163,Ukraine,51,M,small,mobile,2024-05-09
u_000164,Poland,28,M,capital,mobile,2024-05-09
u_000165,Ukraine,60,F,regional,mobile,2024-05-09
u_000166,USA,43,F,capital,mobile,2024-05-09
u_000167,USA,23,M,capital,desktop,2024-05-10
u_000168,Ukraine,29,F,capital,desktop,2024-05-11
u_000169,Other,45,F,regional,desktop,2024-05-12
u_000170,Ukraine,48,M,regional,desktop,2024-05-12
u_000171,Poland,35,Other,capital,mobile,2024-05-13
u_000172,Ukraine,36,M,regional,desktop,2024-05-13
u_000173,Other,45,F,small,mobile,2024-05-13
u_000174,Ukraine,37,M,capital,desktop,2024-05-13
u_000175,Ukraine,20,F,capital,mobile,2024-05-13
u_000176,Ukraine,26,F,regional,desktop,2024-05-13
u_000177,Other,38,F,small,mobile,2024-05-14
u_000178,Canada,50,M,small,desktop,2024-05-14
u_000179,UK,55,M,capital,mobile,2024-05-15
u_000180,Canada,45,M,regional,desktop,2024-05-15
u_000181,Canada,39,F,small,mobile,2024-05-15
u_000182,Poland,44,M,capital,mobile,2024-05-15
u_000183,Ukraine,27,F,regional,desktop,2024-05-16
u_000184,USA,34,M,small,mobile,2024-05-16
u_000185,Germany,26,F,capital,mobile,2024-05-16
u_000186,Ukraine,21,F,regional,mobile,2024-05-16
u_000187,Ukraine,40,M,small,mobile,2024-05-16
u_000188,UK,38,F,capital,mobile,2024-05-16
u_000189,Ukraine,44,M,regional,mobile,2024-05-17
u_000190,Other,42,F,regional,mobile,2024-05-17
u_000191,Ukraine,38,M,small,mobile,2024-05-17
u_000192,Ukraine,42,F,small,mobile,2024-05-18
u_000193,USA,35,F,small,mobile,2024-05-18
u_000194,Ukraine,40,F,capital,mobile,2024-05-18
u_000195,Ukraine,27,F,small,mobile,2024-05-19
u_000196,Germany,40,M,small,mobile,2024-05-19
u_000197,Canada,44,F,regional,desktop,2024-05-19
u_000198,Ukraine,27,F,regional,mobile,2024-05-20
u_000199,Ukraine,36,M,capital,desktop,2024-05-20
u_000200,USA,28,F,small,desktop,2024-05-20
u_000201,Other,29,M,capital,mobile,2024-05-20
u_000202,Poland,22,M,capital,mobile,2024-05-21
u_000203,Ukraine,51,F,small,mobile,2024-05-21
u_000204,Ukraine,48,M,small,desktop,2024-05-21
u_000205,Ukraine,42,F,small,mobile,2024-05-22
u_000206,Ukraine,59,F,regional,desktop,2024-05-22
u_000207,UK,33,F,capital,desktop,2024-05-22
u_000208,Ukraine,72,M,regional,desktop,2024-05-22
u_000209,Poland,33,M,capital,mobile,2024-05-22
u_000210,UK,39,M,small,desktop,2024-05-22
u_000211,Germany,31,Other,regional,mobile,2024-05-23
u_000212,Ukraine,40,F,regional,desktop,2024-05-23
u_000213,USA,46,M,capital,mobile,2024-05-23
u_000214,UK,34,M,regional,desktop,2024-05-23
u_000215,UK,57,M,small,desktop,2024-05-24
u_000216,Ukraine,38,M,regional,desktop,2024-05-24
u_000217,Ukraine,39,Other,capital,mobile,2024-05-24
u_000218,Other,25,F,capital,mobile,2024-05-25
u_000219,Ukraine,41,M,capital,mobile,2024-05-25
u_000220,Ukraine,34,M,capital,mobile,2024-05-25
u_000221,Poland,28,M,small,mobile,2024-05-25
u_000222,Germany,26,F,regional,mobile,2024-05-25
u_000223,Other,68,Other,capital,mobile,2024-05-25
u_000224,Ukraine,32,F,small,mobile,2024-05-26
u_000225,Other,18,M,capital,mobile,2024-05-26
u_000226,Ukraine,27,M,capital,desktop,2024-05-26
u_000227,Poland,35,F,regional,mobile,2024-05-26
u_000228,Germany,42,M,capital,mobile,2024-05-26
u_000229,Ukraine,42,F,regional,desktop,2024-05-27
u_000230,Ukraine,44,M,small,mobile,2024-05-27
u_000231,Ukraine,28,M,small,desktop,2024-05-27
u_000232,Other,40,F,capital,desktop,2024-05-28
u_000233,Germany,25,M,regional,mobile,2024-05-28
u_000234,Other,28,F,capital,desktop,2024-05-29
u_000235,USA,24,M,regional,mobile,2024-05-29
u_000236,Poland,21,M,capital,mobile,2024-05-29
u_000237,USA,48,F,regional,desktop,2024-05-29
u_000238,Ukraine,44,M,capital,mobile,2024-05-29
u_000239,Ukraine,47,M,small,mobile,2024-05-29
u_000240,USA,36,M,small,desktop,2024-05-30
u_000241,USA,45,M,capital,mobile,2024-05-30
u_000242,Ukraine,18,M,small,mobile,2024-05-30
u_000243,Poland,46,M,capital,mobile,2024-05-31
u_000244,Germany,38,F,regional,desktop,2024-05-31
u_000245,USA,43,F,capital,desktop,2024-05-31
u_000246,Germany,40,M,capital,mobile,2024-05-31
u_000247,Ukraine,24,F,regional,mobile,2024-06-01
u_000248,Ukraine,18,M,regional,mobile,2024-06-01
u_000249,Ukraine,27,F,regional,mobile,2024-06-02
u_000250,Germany,42,M,regional,mobile,2024-06-02
u_000251,USA,44,M,capital,mobile,2024-06-02
u_000252,Poland,19,F,capital,mobile,2024-06-02
u_000253,Ukraine,24,F,regional,mobile,2024-06-03
u_000254,Ukraine,27,F,regional,mobile,2024-06-04
u_000255,UK,31,M,capital,desktop,2024-06-04
u_000256,USA,19,M,capital,mobile,2024-06-04
u_000257,Ukraine,18,F,regional,mobile,2024-06-04
u_000258,Ukraine,26,M,regional,mobile,2024-06-04
u_000259,Germany,37,F,small,mobile,2024-06-05
u_000260,Ukraine,21,F,regional,mobile,2024-06-05
u_000261,USA,34,F,regional,mobile,2024-06-05
u_000262,Ukraine,48,F,regional,desktop,2024-06-06
u_000263,Ukraine,20,M,capital,mobile,2024-06-06
u_000264,Other,33,M,capital,mobile,2024-06-06
u_000265,Ukraine,48,M,capital,desktop,2024-06-07
u_000266,Ukraine,30,M,small,mobile,2024-06-07
u_000267,Ukraine,29,F,capital,desktop,2024-06-07
u_000268,Ukraine,49,F,regional,mobile,2024-06-07
u_000269,Ukraine,32,M,regional,desktop,2024-06-07
u_000270,Ukraine,49,M,capital,mobile,2024-06-07
u_000271,Ukraine,41,M,small,mobile,2024-06-07
u_000272,Ukraine,31,M,regional,mobile,2024-06-07
u_000273,Germany,41,M,capital,mobile,2024-06-08
u_000274,UK,39,M,small,mobile,2024-06-08
u_000275,Ukraine,48,M,regional,desktop,2024-06-08
u_000276,Ukraine,29,M,capital,mobile,2024-06-09
u_000277,Poland,36,F,regional,desktop,2024-06-09
u_000278,Canada,35,F,regional,mobile,2024-06-09
u_000279,USA,44,M,capital,mobile,2024-06-09
u_000280,Ukraine,23,F,small,desktop,2024-06-10
u_000281,Ukraine,48,M,regional,mobile,2024-06-10
u_000282,Ukraine,41,M,regional,desktop,2024-06-11
u_000283,Ukraine,20,F,capital,desktop,2024-06-11
u_000284,Germany,50,F,capital,desktop,2024-06-12
u_000285,Ukraine,62,M,regional,desktop,2024-06-13
u_000286,Ukraine,48,M,regional,desktop,2024-06-13
u_000287,Ukraine,53,F,regional,desktop,2024-06-13
u_000288,Poland,37,M,small,desktop,2024-06-13
u_000289,Ukraine,18,F,capital,desktop,2024-06-13
u_000290,USA,18,F,regional,desktop,2024-06-13
u_000291,Ukraine,39,F,small,desktop,2024-06-14
u_000292,Other,28,M,small,mobile,2024-06-14
u_000293,Ukraine,25,M,small,mobile,2024-06-14
u_000294,USA,35,M,small,desktop,2024-06-15
u_000295,Canada,43,F,capital,mobile,2024-06-16
u_000296,Other,18,Other,regional,mobile,2024-06-16
u_000297,USA,30,M,small,mobile,2024-06-16
u_000298,USA,54,F,regional,mobile,2024-06-16
u_000299,Germany,23,F,capital,mobile,2024-06-17
u_000300,USA,46,F,small,desktop,2024-06-17
u_000301,Ukraine,30,M,capital,mobile,2024-06-17
u_000302,Poland,42,F,capital,mobile,2024-06-18
u_000303,Poland,49,F,capital,desktop,2024-06-18
u_000304,USA,44,M,regional,mobile,2024-06-19
u_000305,Poland,46,M,regional,mobile,2024-06-19
u_000306,Ukraine,22,M,regional,desktop,2024-06-19
u_000307,Germany,49,M,small,desktop,2024-06-19
u_000308,Ukraine,25,F,regional,mobile,2024-06-19
u_000309,Ukraine,39,M,regional,desktop,2024-06-19
u_000310,Poland,39,F,small,mobile,2024-06-20
u_000311,Ukraine,41,F,small,mobile,2024-06-21
u_000312,Ukraine,40,Other,capital,desktop,2024-06-21
u_000313,Ukraine,25,F,capital,desktop,2024-06-21
u_000314,Ukraine,19,F,regional,mobile,2024-06-21
u_000315,Ukraine,46,M,small,mobile,2024-06-21
u_000316,Ukraine,38,F,regional,desktop,2024-06-22
u_000317,UK,49,F,capital,desktop,2024-06-22
u_000318,Ukraine,35,M,regional,mobile,2024-06-22
u_000319,Other,19,M,regional,mobile,2024-06-22
u_000320,Canada,47,M,regional,desktop,2024-06-22
u_000321,Poland,31,F,small,mobile,2024-06-22
u_000322,Ukraine,40,M,small,desktop,2024-06-22
u_000323,Poland,28,M,regional,mobile,2024-06-22
u_000324,USA,55,F,regional,desktop,2024-06-23
u_000325,Germany,25,F,regional,desktop,2024-06-24
u_000326,USA,31,F,regional,mobile,2024-06-24
u_000327,Poland,37,M,regional,desktop,2024-06-24
u_000328,Germany,22,F,regional,desktop,2024-06-24
u_000329,Ukraine,39,M,regional,desktop,2024-06-24
u_000330,UK,55,Other,regional,desktop,2024-06-24
u_000331,Ukraine,30,F,capital,mobile,2024-06-24
u_000332,UK,40,M,regional,mobile,2024-06-25
u_000333,USA,18,F,regional,mobile,2024-06-25
u_000334,Ukraine,35,F,capital,desktop,2024-06-26
u_000335,Germany,32,M,capital,desktop,2024-06-26
u_000336,Ukraine,26,F,capital,desktop,2024-06-26
u_000337,UK,48,M,small,desktop,2024-06-27
u_000338,Ukraine,32,M,small,mobile,2024-06-27
u_000339,Other,33,F,regional,mobile,2024-06-27
u_000340,Ukraine,31,F,regional,mobile,2024-06-27
u_000341,Other,18,F,regional,mobile,2024-06-27
u_000342,USA,22,M,regional,mobile,2024-06-27
u_000343,Germany,47,M,small,mobile,2024-06-27
u_000344,USA,18,F,capital,mobile,2024-06-27
u_000345,USA,26,M,capital,mobile,2024-06-28
u_000346,Other,31,M,regional,mobile,2024-06-28
u_000347,Ukraine,56,M,capital,desktop,2024-06-28
u_000348,Germany,45,F,regional,mobile,2024-06-28
u_000349,Ukraine,29,F,small,mobile,2024-06-28
u_000350,Germany,51,F,capital,desktop,2024-06-28
u_000351,Ukraine,27,F,regional,desktop,2024-06-29
u_000352,Poland,48,F,regional,mobile,2024-06-29
u_000353,Germany,19,F,small,mobile,2024-06-29
u_000354,Poland,48,F,regional,desktop,2024-06-29
u_000355,Poland,31,F,capital,desktop,2024-06-29
u_000356,USA,23,F,regional,mobile,2024-06-29
u_000357,USA,33,M,regional,desktop,2024-06-29
u_000358,Poland,39,M,small,mobile,2024-06-30
u_000359,Germany,30,F,regional,mobile,2024-07-01
u_000360,Other,42,M,capital,mobile,2024-07-01
u_000361,Ukraine,29,F,small,mobile,2024-07-01
u_000362,Ukraine,43,M,regional,desktop,2024-07-01
u_000363,Ukraine,41,M,capital,desktop,2024-07-01
u_000364,Germany,35,M,regional,mobile,2024-07-02
u_000365,Ukraine,30,M,small,desktop,2024-07-02
u_000366,USA,37,M,regional,desktop,2024-07-02
u_000367,UK,42,M,capital,mobile,2024-07-02
u_000368,Ukraine,60,F,regional,desktop,2024-07-03
u_000369,Canada,47,F,capital,mobile,2024-07-03
u_000370,USA,47,M,regional,mobile,2024-07-04
u_000371,Ukraine,73,F,regional,mobile,2024-07-04
u_000372,Ukraine,42,M,capital,desktop,2024-07-04
u_000373,Ukraine,41,M,capital,mobile,2024-07-05
u_000374,Ukraine,44,F,small,mobile,2024-07-05
u_000375,Ukraine,23,F,capital,desktop,2024-07-05
u_000376,Other,30,M,small,desktop,2024-07-05
u_000377,Ukraine,29,F,regional,mobile,2024-07-05
u_000378,Ukraine,43,M,regional,mobile,2024-07-05
u_000379,UK,33,M,capital,desktop,2024-07-05
u_000380,Poland,37,F,capital,desktop,2024-07-05
u_000381,Other,49,M,capital,mobile,2024-07-05
u_000382,USA,46,M,regional,mobile,2024-07-05
u_000383,Poland,34,M,small,mobile,2024-07-06
u_000384,Ukraine,27,F,small,desktop,2024-07-07
u_000385,Other,49,M,capital,desktop,2024-07-07
u_000386,UK,45,M,capital,desktop,2024-07-07
u_000387,Other,18,F,capital,mobile,2024-07-08
u_000388,Ukraine,32,M,small,desktop,2024-07-08
u_000389,USA,37,M,capital,mobile,2024-07-08
u_000390,Germany,45,F,capital,desktop,2024-07-08
u_000391,Ukraine,46,M,regional,mobile,2024-07-08
u_000392,Germany,39,M,regional,mobile,2024-07-08
u_000393,UK,43,M,capital,mobile,2024-07-09
u_000394,Ukraine,36,F,regional,mobile,2024-07-09
u_000395,Poland,27,M,capital,mobile,2024-07-09
u_000396,USA,32,Other,capital,desktop,2024-07-09
u_000397,Ukraine,36,M,capital,desktop,2024-07-09
u_000398,Poland,35,F,capital,mobile,2024-07-09
u_000399,Ukraine,18,F,small,mobile,2024-07-10
u_000400,Ukraine,31,M,regional,mobile,2024-07-11
u_000401,Canada,36,F,small,desktop,2024-07-12
u_000402,USA,32,F,capital,mobile,2024-07-12
u_000403,Ukraine,33,F,regional,mobile,2024-07-12
u_000404,Other,41,M,small,mobile,2024-07-12
u_000405,Canada,23,F,capital,mobile,2024-07-12
u_000406,Ukraine,18,M,small,mobile,2024-07-12
u_000407,USA,31,M,regional,mobile,2024-07-13
u_000408,Ukraine,45,Other,regional,mobile,2024-07-13
u_000409,Other,56,M,capital,mobile,2024-07-13
u_000410,Germany,45,F,regional,mobile,2024-07-13
u_000411,Germany,18,M,regional,mobile,2024-07-13
u_000412,Ukraine,33,F,small,mobile,2024-07-13
u_000413,Canada,39,Other,small,desktop,2024-07-13
u_000414,Ukraine,38,F,capital,desktop,2024-07-13
u_000415,Ukraine,42,M,small,mobile,2024-07-14
u_000416,Ukraine,24,M,small,mobile,2024-07-14
u_000417,USA,36,F,regional,mobile,2024-07-14
u_000418,Ukraine,41,M,capital,mobile,2024-07-14
u_000419,Canada,45,F,capital,desktop,2024-07-14
u_000420,Germany,26,F,capital,mobile,2024-07-15
u_000421,Ukraine,31,F,capital,mobile,2024-07-15
u_000422,Ukraine,18,F,small,mobile,2024-07-15
u_000423,Ukraine,28,M,capital,mobile,2024-07-15
u_000424,Germany,29,M,regional,mobile,2024-07-16
u_000425,USA,23,F,regional,mobile,2024-07-16
u_000426,Ukraine,37,M,regional,mobile,2024-07-17
u_000427,USA,35,M,capital,desktop,2024-07-17
u_000428,Ukraine,18,M,regional,mobile,2024-07-18
u_000429,USA,38,F,regional,desktop,2024-07-18
u_000430,Other,24,M,regional,mobile,2024-07-18
u_000431,USA,41,F,capital,desktop,2024-07-18
u_000432,UK,20,M,regional,desktop,2024-07-18
u_000433,USA,36,M,capital,mobile,2024-07-18
u_000434,Ukraine,32,M,regional,mobile,2024-07-19
u_000435,Ukraine,39,F,regional,desktop,2024-07-19
u_000436,Ukraine,37,F,capital,desktop,2024-07-19
u_000437,Poland,32,M,small,mobile,2024-07-19
u_000438,UK,18,F,capital,mobile,2024-07-20
u_000439,Germany,18,F,small,mobile,2024-07-20
u_000440,USA,28,M,small,mobile,2024-07-21
u_000441,Ukraine,35,M,capital,desktop,2024-07-21
u_000442,UK,28,F,capital,mobile,2024-07-21
u_000443,Ukraine,43,F,capital,desktop,2024-07-22
u_000444,Ukraine,32,Other,small,mobile,2024-07-22
u_000445,UK,24,F,regional,mobile,2024-07-22
u_000446,Other,32,F,capital,mobile,2024-07-23
u_000447,Germany,38,F,regional,mobile,2024-07-23
u_000448,Ukraine,39,F,capital,desktop,2024-07-24
u_000449,Germany,58,Other,regional,desktop,2024-07-24
u_000450,Ukraine,27,F,regional,mobile,2024-07-24
u_000451,Canada,35,F,capital,desktop,2024-07-24
u_000452,UK,41,M,small,mobile,2024-07-24
u_000453,Ukraine,35,F,capital,mobile,2024-07-25
u_000454,Ukraine,29,F,regional,mobile,2024-07-25
u_000455,Ukraine,18,Other,regional,mobile,2024-07-25
u_000456,Other,29,M,small,mobile,2024-07-25
u_000457,Poland,23,F,regional,mobile,2024-07-25
u_000458,USA,18,F,small,mobile,2024-07-26
u_000459,Germany,26,F,capital,desktop,2024-07-26
u_000460,Germany,23,F,small,mobile,2024-07-26
u_000461,Ukraine,43,M,capital,mobile,2024-07-27
u_000462,Other,43,M,regional,desktop,2024-07-27
u_000463,Ukraine,25,M,capital,mobile,2024-07-27
u_000464,Germany,32,M,small,mobile,2024-07-27
u_000465,UK,18,F,small,mobile,2024-07-27
u_000466,Germany,30,M,regional,mobile,2024-07-28
u_000467,Other,40,M,regional,mobile,2024-07-28
u_000468,Ukraine,45,F,regional,desktop,2024-07-28
u_000469,Poland,27,M,capital,desktop,2024-07-28
u_000470,Ukraine,48,F,regional,desktop,2024-07-28
u_000471,Poland,18,M,regional,mobile,2024-07-28
u_000472,Ukraine,21,M,regional,mobile,2024-07-28
u_000473,Ukraine,44,F,capital,desktop,2024-07-29
u_000474,Ukraine,56,M,small,desktop,2024-07-29
u_000475,Ukraine,41,F,capital,mobile,2024-07-29
u_000476,Ukraine,35,M,regional,desktop,2024-07-29
u_000477,Germany,18,F,capital,mobile,2024-07-30
u_000478,Germany,18,F,capital,desktop,2024-07-30
u_000479,Ukraine,37,F,capital,desktop,2024-07-30
u_000480,Ukraine,31,M,capital,desktop,2024-07-30
u_000481,Ukraine,22,F,regional,mobile,2024-07-31
u_000482,Germany,36,M,regional,mobile,2024-07-31
u_000483,Ukraine,37,F,regional,desktop,2024-07-31
u_000484,Ukraine,47,F,regional,mobile,2024-07-31
u_000485,Ukraine,37,F,capital,desktop,2024-08-01
u_000486,Poland,50,F,capital,mobile,2024-08-01
u_000487,Ukraine,36,M,regional,desktop,2024-08-02
u_000488,Germany,34,F,regional,desktop,2024-08-02
u_000489,Poland,48,M,regional,desktop,2024-08-03
u_000490,UK,24,M,capital,mobile,2024-08-03
u_000491,Germany,69,M,small,mobile,2024-08-03
u_000492,Germany,40,M,capital,mobile,2024-08-03
u_000493,Ukraine,40,M,regional,mobile,2024-08-04
u_000494,USA,42,M,capital,mobile,2024-08-04
u_000495,Poland,58,M,regional,desktop,2024-08-04
u_000496,Ukraine,45,M,regional,mobile,2024-08-05
u_000497,Germany,18,M,regional,mobile,2024-08-05
u_000498,Ukraine,52,F,capital,desktop,2024-08-05
u_000499,Poland,31,M,regional,mobile,2024-08-05
u_000500,UK,37,F,capital,desktop,2024-08-06
u_000501,Canada,20,M,regional,desktop,2024-08-07
u_000502,Other,42,Other,capital,desktop,2024-08-07
u_000503,Poland,28,M,capital,mobile,2024-08-07
u_000504,Poland,37,M,regional,mobile,2024-08-07
u_000505,USA,32,M,capital,mobile,2024-08-07
u_000506,Ukraine,59,M,capital,mobile,2024-08-08
u_000507,USA,59,F,small,desktop,2024-08-09
u_000508,Poland,36,F,small,desktop,2024-08-10
