user_id,date,sessions,articles_read,minutes_spent
u_000008,2026-03-31,2,1,4
u_000010,2025-04-10,2,3,4
u_000010,2025-04-16,1,0,4
u_000010,2025-04-19,2,3,10
u_000010,2025-04-23,1,0,4
u_000010,2025-05-04,1,1,6
u_000010,2025-05-07,1,2,5
u_000010,2025-05-11,1,0,12
u_000010,2025-05-12,3,3,7
u_000010,2025-05-13,1,2,15
u_000010,2025-05-15,1,3,13
u_000010,2025-05-16,1,3,4
u_000010,2025-05-26,1,0,5
u_000010,2025-05-27,1,0,11
u_000010,2025-05-30,1,0,6
u_000010,2025-06-01,1,1,1
u_000010,2025-06-09,2,1,7
u_000010,2025-06-10,1,1,1
u_000010,2025-06-20,1,2,7
u_000010,2025-06-22,1,2,8
u_000010,2025-06-27,1,1,2
u_000010,2025-07-24,1,0,6
u_000010,2025-08-04,1,0,13
u_000010,2025-08-12,1,2,5
u_000010,2025-08-22,2,0,9
u_000010,2025-08-27,1,1,3
u_000010,2025-08-31,2,0,2
u_000010,2025-09-03,2,1,6
u_000010,2025-09-11,1,1,4
u_000010,2025-09-23,3,3,8
u_000010,2025-09-24,1,0,5
u_000010,2025-10-06,1,0,2
u_000010,2025-10-10,1,1,2
u_000010,2025-11-03,1,0,1
u_000010,2025-11-12,1,0,4
u_000010,2025-11-25,1,2,14
u_000010,2025-12-03,1,1,5
u_000010,2025-12-09,1,0,4
u_000010,2025-12-16,1,1,3
u_000010,2025-12-29,2,0,13
u_000010,2026-01-08,1,0,19
u_000010,2026-01-31,1,4,4
u_000010,2026-02-03,1,2,2
u_000010,2026-02-14,1,1,2
u_000010,2026-02-25,1,3,2
u_000010,2026-03-05,3,2,10
u_000010,2026-03-07,2,1,11
u_000010,2026-03-10,1,1,6
u_000010,2026-03-13,1,3,6
u_000010,2026-03-21,1,4,3
u_000010,2026-03-28,1,0,7
u_000010,2026-03-29,1,0,9
u_000012,2025-04-04,1,0,4
u_000012,2025-05-07,2,0,11
u_000012,2025-05-11,1,3,1
u_000012,2025-05-19,1,2,2
u_000012,2025-05-31,1,3,3
u_000012,2025-06-18,1,1,5
u_000012,2025-07-07,1,2,12
u_000012,2025-07-08,2,2,3
u_000012,2025-07-09,1,2,8
u_000012,2025-07-12,1,1,3
u_000012,2025-07-14,1,0,3
u_000012,2025-07-15,1,1,10
u_000012,2025-07-19,1,4,1
u_000012,2025-07-20,1,2,3
u_000012,2025-07-21,2,2,6
u_000012,2025-07-27,1,2,2
u_000012,2025-07-31,1,0,3
u_000012,2025-08-05,2,1,4
u_000012,2025-08-10,1,0,3
u_000012,2025-08-11,1,2,3
u_000012,2025-08-13,1,0,1
u_000012,2025-08-17,1,2,20
u_000012,2025-08-24,1,0,19
u_000012,2025-10-11,1,1,2
u_000012,2025-10-18,1,3,8
u_000012,2025-10-22,1,1,11
u_000012,2025-11-12,2,1,11
u_000012,2025-11-26,1,1,2
u_000012,2025-11-30,1,0,4
u_000012,2025-12-01,5,1,3
u_000012,2025-12-05,1,0,3
u_000012,2025-12-20,1,1,16
u_000012,2025-12-24,1,1,14
u_000012,2026-01-01,2,2,15
u_000012,2026-01-25,1,1,5
u_000012,2026-02-04,1,2,12
u_000012,2026-02-05,1,1,8
u_000012,2026-02-18,4,1,1
u_000012,2026-02-20,2,0,3
u_000012,2026-02-21,1,1,2
u_000012,2026-02-23,1,1,17
u_000012,2026-02-25,1,0,2
u_000012,2026-02-27,1,1,1
u_000012,2026-03-12,1,1,7
u_000012,2026-03-13,1,1,4
u_000012,2026-03-16,3,1,10
u_000012,2026-03-17,2,1,1
u_000012,2026-03-22,1,2,2
u_000012,2026-03-24,1,1,1
u_000013,2025-04-01,1,1,2
u_000013,2025-04-06,1,2,4
u_000013,2025-04-11,2,2,3
u_000013,2025-05-01,1,0,19
u_000013,2025-05-03,1,2,11
u_000013,2025-05-04,1,1,2
u_000013,2025-05-13,1,1,6
u_000013,2025-05-17,1,1,6
u_000013,2025-05-24,1,2,6
u_000013,2025-06-01,1,4,2
u_000013,2025-06-11,1,0,18
u_000013,2025-06-21,1,1,10
u_000013,2025-06-23,2,2,14
u_000013,2025-06-30,1,1,10
u_000013,2025-07-01,1,1,1
u_000013,2025-07-08,2,0,6
u_000013,2025-07-14,1,1,2
u_000013,2025-07-20,2,1,8
u_000013,2025-07-22,3,2,5
u_000013,2025-07-24,1,1,1
u_000013,2025-07-28,1,3,11
u_000013,2025-07-30,1,2,3
u_000013,2025-08-12,1,1,10
u_000013,2025-08-17,1,3,17
u_000013,2025-08-19,1,0,7
u_000013,2025-09-14,1,2,1
u_000013,2025-09-22,2,3,4
u_000013,2025-09-28,3,2,9
u_000013,2025-10-02,1,0,3
u_000013,2025-10-04,1,1,1
u_000013,2025-10-11,1,0,2
u_000013,2025-10-26,1,2,4
u_000013,2025-10-30,1,0,3
u_000013,2025-11-03,1,1,13
u_000013,2025-11-08,1,1,7
u_000013,2025-11-25,2,0,6
u_000013,2025-11-29,1,1,1
u_000013,2025-12-01,1,1,25
u_000013,2025-12-09,2,0,1
u_000013,2025-12-14,1,3,6
u_000013,2025-12-16,2,1,1
u_000013,2025-12-18,1,1,2
u_000013,2025-12-28,1,0,3
u_000013,2025-12-31,2,1,7
u_000013,2026-01-03,1,0,7
u_000013,2026-01-08,3,0,1
u_000013,2026-01-10,1,5,2
u_000013,2026-01-15,1,1,10
u_000013,2026-01-21,1,3,15
u_000013,2026-01-26,1,1,5
u_000013,2026-01-28,1,2,4
u_000013,2026-01-29,1,0,7
u_000013,2026-01-31,2,3,1
u_000013,2026-02-01,3,3,1
u_000013,2026-02-05,2,2,9
u_000013,2026-02-07,1,1,17
u_000013,2026-03-02,1,0,2
u_000013,2026-03-06,2,2,1
u_000013,2026-03-19,1,0,1
u_000013,2026-03-20,2,1,8
u_000015,2025-04-03,2,1,5
u_000015,2025-04-16,1,3,1
u_000015,2025-04-28,2,2,6
u_000015,2025-05-01,1,0,3
u_000015,2025-05-06,1,0,4
u_000015,2025-05-26,1,3,3
u_000015,2025-06-01,1,1,9
u_000015,2025-06-10,1,1,1
u_000015,2025-06-11,1,0,2
u_000015,2025-06-22,1,0,2
u_000015,2025-06-24,1,2,7
u_000015,2025-06-29,1,0,7
u_000015,2025-07-08,1,0,15
u_000015,2025-07-12,3,0,9
u_000015,2025-07-20,3,3,10
u_000015,2025-07-21,1,4,9
u_000015,2025-08-06,1,1,13
u_000015,2025-08-10,1,1,14
u_000015,2025-08-13,1,0,5
u_000015,2025-08-16,2,2,1
u_000015,2025-08-17,2,1,3
u_000015,2025-08-23,1,1,4
u_000015,2025-09-13,1,2,7
u_000015,2025-09-14,1,1,7
u_000015,2025-09-19,1,0,1
u_000015,2025-09-29,1,1,12
u_000015,2025-10-10,1,1,5
u_000015,2025-10-17,1,4,7
u_000015,2025-10-22,2,1,1
u_000015,2025-10-26,1,3,5
u_000015,2025-10-28,1,2,16
u_000015,2025-11-01,2,1,3
u_000015,2025-11-06,1,0,5
u_000015,2025-11-18,1,2,1
u_000015,2025-11-21,1,0,3
u_000015,2025-11-30,1,1,4
u_000015,2025-12-07,1,2,5
u_000015,2025-12-12,1,1,5
u_000015,2025-12-14,2,2,11
u_000015,2025-12-15,1,2,2
u_000015,2025-12-22,1,0,6
u_000015,2026-01-13,2,0,10
u_000015,2026-01-19,1,2,4
u_000015,2026-01-22,2,1,1
u_000015,2026-01-25,3,2,2
u_000015,2026-01-26,1,0,9
u_000015,2026-01-27,1,1,2
u_000015,2026-01-30,1,1,9
u_000015,2026-02-07,1,1,2
u_000015,2026-03-03,1,1,5
u_000015,2026-03-14,2,2,7
u_000015,2026-03-20,1,0,4
u_000015,2026-03-24,1,3,17
u_000015,2026-03-25,1,1,7
u_000015,2026-03-28,2,1,2
u_000015,2026-03-29,1,0,5
u_000020,2025-04-15,1,4,14
u_000020,2025-04-16,1,1,1
u_000020,2025-04-21,1,0,4
u_000020,2025-04-24,1,0,2
u_000020,2025-04-29,1,1,1
u_000020,2025-05-07,3,1,10
u_000020,2025-05-12,1,2,5
u_000020,2025-05-14,1,3,3
u_000020,2025-05-16,2,2,2
u_000020,2025-05-17,1,2,3
u_000020,2025-05-23,1,2,3
u_000020,2025-05-24,1,2,11
u_000020,2025-05-25,2,3,4
u_000020,2025-06-02,2,0,3
u_000020,2025-06-07,1,1,5
u_000020,2025-06-10,2,0,2
u_000020,2025-06-27,1,3,10
u_000020,2025-07-09,2,0,3
u_000020,2025-07-10,1,0,1
u_000020,2025-07-14,2,2,16
u_000020,2025-08-03,3,2,2
u_000020,2025-08-16,1,0,3
u_000020,2025-08-17,1,2,11
u_000020,2025-08-18,1,0,4
u_000020,2025-08-23,1,1,11
u_000020,2025-09-01,2,1,5
u_000020,2025-09-05,1,1,4
u_000020,2025-09-10,2,0,3
u_000020,2025-09-12,2,2,5
u_000020,2025-10-08,2,1,5
u_000020,2025-10-17,3,2,3
u_000020,2025-11-05,1,0,5
u_000020,2025-11-18,2,0,4
u_000020,2025-11-22,3,1,7
u_000020,2025-11-25,1,0,1
u_000020,2025-11-26,1,1,7
u_000020,2025-11-30,1,0,6
u_000020,2025-12-04,1,0,6
u_000020,2025-12-05,1,0,7
u_000020,2025-12-06,1,1,12
u_000020,2025-12-07,3,0,18
u_000020,2025-12-10,1,0,5
u_000020,2025-12-19,1,2,3
u_000020,2025-12-20,1,1,7
u_000020,2026-01-02,1,0,6
u_000020,2026-01-10,1,4,6
u_000020,2026-01-18,1,1,6
u_000020,2026-01-26,2,1,10
u_000020,2026-01-29,1,3,7
u_000020,2026-01-30,2,1,5
u_000020,2026-02-04,1,1,13
u_000020,2026-02-18,1,0,11
u_000020,2026-02-19,1,0,19
u_000020,2026-02-22,2,0,2
u_000020,2026-02-24,1,0,8
u_000020,2026-03-06,1,1,10
u_000020,2026-03-08,2,1,10
u_000020,2026-03-11,2,1,16
u_000020,2026-03-22,1,0,2
u_000020,2026-03-29,1,0,3
u_000021,2025-04-01,4,0,7
u_000021,2025-04-02,3,7,21
u_000021,2025-04-03,2,1,21
u_000021,2025-04-04,1,3,14
u_000021,2025-04-07,5,1,15
u_000021,2025-04-08,5,1,48
u_000021,2025-04-10,1,2,16
u_000021,2025-04-11,3,4,4
u_000021,2025-04-12,2,4,18
u_000021,2025-04-13,2,4,10
u_000021,2025-04-15,2,1,25
u_000021,2025-04-16,5,4,8
u_000021,2025-04-19,2,4,12
u_000021,2025-04-25,2,1,45
u_000021,2025-04-26,2,4,27
u_000021,2025-04-27,5,5,13
u_000021,2025-04-29,6,2,6
u_000021,2025-05-01,1,4,2
u_000021,2025-05-03,2,1,11
u_000021,2025-05-04,2,5,2
u_000021,2025-05-05,2,2,40
u_000021,2025-05-07,1,2,23
u_000021,2025-05-10,2,5,22
u_000021,2025-05-11,6,3,33
u_000021,2025-05-12,6,2,22
u_000021,2025-05-14,6,3,8
u_000021,2025-05-16,4,2,3
u_000021,2025-05-18,1,0,10
u_000021,2025-05-19,6,6,23
u_000021,2025-05-21,4,1,12
u_000021,2025-05-25,4,1,8
u_000021,2025-05-26,1,2,8
u_000021,2025-05-27,4,3,11
u_000021,2025-05-28,2,1,28
u_000021,2025-05-29,9,4,18
u_000021,2025-05-30,2,1,21
u_000021,2025-05-31,2,3,9
u_000021,2025-06-01,3,2,29
u_000021,2025-06-02,2,2,28
u_000021,2025-06-04,2,1,14
u_000021,2025-06-05,2,5,15
u_000021,2025-06-06,1,5,6
u_000021,2025-06-08,1,1,13
u_000021,2025-06-10,3,5,20
u_000021,2025-06-11,4,3,12
u_000021,2025-06-13,1,4,8
u_000021,2025-06-14,4,1,13
u_000021,2025-06-16,5,2,16
u_000021,2025-06-17,4,0,28
u_000021,2025-06-23,5,1,20
u_000021,2025-06-24,3,3,2
u_000021,2025-06-25,3,2,35
u_000021,2025-06-26,1,1,3
u_000021,2025-06-28,4,1,28
u_000021,2025-06-29,1,1,25
u_000021,2025-06-30,1,4,17
u_000021,2025-07-01,1,3,31
u_000021,2025-07-02,2,3,9
u_000021,2025-07-03,5,3,26
u_000021,2025-07-05,2,0,15
u_000021,2025-07-07,4,1,14
u_000021,2025-07-08,2,2,6
u_000021,2025-07-09,2,2,12
u_000021,2025-07-10,1,0,19
u_000021,2025-07-11,1,4,15
u_000021,2025-07-13,4,1,56
u_000021,2025-07-17,4,2,9
u_000021,2025-07-21,5,2,6
u_000021,2025-07-23,2,4,7
u_000021,2025-07-25,3,5,4
u_000021,2025-07-26,2,3,16
u_000021,2025-07-27,3,3,13
u_000021,2025-07-29,5,1,23
u_000021,2025-07-30,4,3,8
u_000021,2025-07-31,3,2,5
u_000021,2025-08-01,1,1,28
u_000021,2025-08-07,3,5,8
u_000021,2025-08-08,4,5,1
u_000021,2025-08-09,1,2,7
u_000021,2025-08-10,3,2,41
u_000021,2025-08-11,3,1,5
u_000021,2025-08-12,3,4,14
u_000021,2025-08-16,3,1,14
u_000021,2025-08-17,2,2,27
u_000021,2025-08-19,3,4,2
u_000021,2025-08-20,5,1,4
u_000021,2025-08-21,2,1,19
u_000021,2025-08-22,2,2,24
u_000021,2025-08-28,2,1,22
u_000021,2025-09-02,6,2,13
u_000021,2025-09-03,3,2,7
u_000021,2025-09-04,3,2,16
u_000021,2025-09-05,6,2,41
u_000021,2025-09-06,1,2,22
u_000021,2025-09-09,4,0,21
u_000021,2025-09-10,5,4,13
u_000021,2025-09-11,2,3,36
u_000021,2025-09-12,3,3,8
u_000021,2025-09-13,5,3,21
u_000021,2025-09-14,7,1,12
u_000021,2025-09-15,3,0,14
u_000021,2025-09-16,8,0,30
u_000021,2025-09-18,5,3,13
u_000021,2025-09-19,1,3,8
u_000021,2025-09-21,4,2,14
u_000021,2025-09-25,2,1,26
u_000021,2025-09-26,1,1,10
u_000021,2025-09-27,4,2,21
u_000021,2025-09-30,5,2,10
u_000021,2025-10-01,2,4,42
u_000021,2025-10-03,4,1,13
u_000021,2025-10-04,3,4,16
u_000021,2025-10-05,5,3,21
u_000021,2025-10-06,1,2,4
u_000021,2025-10-07,4,5,20
u_000021,2025-10-09,1,5,26
u_000021,2025-10-10,4,2,36
u_000021,2025-10-11,1,1,14
u_000021,2025-10-12,5,5,2
u_000021,2025-10-14,3,2,26
u_000021,2025-10-15,2,3,3
u_000021,2025-10-17,7,0,6
u_000021,2025-10-20,3,5,6
u_000021,2025-10-22,2,7,14
u_000021,2025-10-23,2,2,11
u_000021,2025-10-27,3,1,40
u_000021,2025-10-28,4,1,31
u_000021,2025-10-29,5,1,35
u_000021,2025-11-01,2,2,35
u_000021,2025-11-02,4,3,1
u_000021,2025-11-03,4,2,18
u_000021,2025-11-05,3,3,16
u_000021,2025-11-06,1,0,22
u_000021,2025-11-08,1,2,3
u_000021,2025-11-09,2,0,31
u_000021,2025-11-10,3,2,7
u_000021,2025-11-12,5,2,10
u_000021,2025-11-14,2,2,4
u_000021,2025-11-15,1,4,14
u_000021,2025-11-18,4,3,31
u_000021,2025-11-19,6,4,34
u_000021,2025-11-22,2,1,17
u_000021,2025-11-25,2,1,20
u_000021,2025-12-02,2,4,20
u_000021,2025-12-06,3,3,28
u_000021,2025-12-07,3,0,9
u_000021,2025-12-08,3,2,14
u_000021,2025-12-12,5,3,13
u_000021,2025-12-14,2,5,26
u_000021,2025-12-17,5,2,17
u_000021,2025-12-22,1,2,7
u_000021,2025-12-23,4,2,11
u_000021,2025-12-24,3,2,24
u_000021,2025-12-25,5,3,17
u_000021,2025-12-26,3,4,5
u_000021,2025-12-27,2,1,9
u_000021,2025-12-28,2,1,10
u_000021,2025-12-29,4,3,27
u_000021,2025-12-31,7,1,9
u_000021,2026-01-01,3,1,19
u_000021,2026-01-02,1,4,12
u_000021,2026-01-03,5,1,24
u_000021,2026-01-07,1,2,22
u_000021,2026-01-09,3,3,22
u_000021,2026-01-11,3,2,10
u_000021,2026-01-12,1,1,14
u_000021,2026-01-13,2,1,33
u_000021,2026-01-14,6,6,4
u_000021,2026-01-16,3,2,13
u_000021,2026-01-18,5,1,4
u_000021,2026-01-19,3,4,5
u_000021,2026-01-21,6,2,14
u_000021,2026-01-22,1,2,8
u_000021,2026-01-23,2,4,4
u_000021,2026-01-24,1,3,18
u_000021,2026-01-25,5,1,10
u_000021,2026-01-29,2,4,18
u_000021,2026-02-04,2,1,20
u_000021,2026-02-07,1,3,7
u_000021,2026-02-08,2,3,8
u_000021,2026-02-10,3,2,7
u_000021,2026-02-12,4,3,3
u_000021,2026-02-13,3,3,33
u_000021,2026-02-14,1,2,22
u_000021,2026-02-15,3,2,3
u_000021,2026-02-16,2,3,10
u_000021,2026-02-17,2,3,2
u_000021,2026-02-18,4,1,49
u_000021,2026-02-20,3,6,37
u_000021,2026-02-21,6,4,24
u_000021,2026-02-23,7,1,25
u_000021,2026-03-01,2,1,2
u_000021,2026-03-03,3,5,17
u_000021,2026-03-04,5,4,21
u_000021,2026-03-06,4,2,38
u_000021,2026-03-10,2,4,16
u_000021,2026-03-12,1,0,9
u_000021,2026-03-14,5,1,21
u_000021,2026-03-17,2,4,7
u_000021,2026-03-20,3,4,15
u_000021,2026-03-21,1,2,22
u_000021,2026-03-25,3,5,15
u_000021,2026-03-26,2,2,17
u_000021,2026-03-27,3,1,24
u_000021,2026-03-29,5,2,8
u_000021,2026-03-30,5,1,7
u_000022,2025-04-04,5,5,28
u_000022,2025-04-05,1,2,43
u_000022,2025-04-07,4,9,17
u_000022,2025-04-08,2,4,23
u_000022,2025-04-09,1,3,22
u_000022,2025-04-11,2,7,37
u_000022,2025-04-14,2,7,48
u_000022,2025-04-16,1,3,36
u_000022,2025-04-20,1,2,51
u_000022,2025-04-21,2,6,36
u_000022,2025-04-22,1,5,4
u_000022,2025-04-23,1,4,20
u_000022,2025-04-24,1,4,18
u_000022,2025-04-27,5,1,9
u_000022,2025-04-29,2,3,25
u_000022,2025-04-30,4,5,23
u_000022,2025-05-01,1,0,29
u_000022,2025-05-03,6,2,3
u_000022,2025-05-05,2,6,44
u_000022,2025-05-06,2,6,62
u_000022,2025-05-07,1,1,34
u_000022,2025-05-08,3,2,16
u_000022,2025-05-09,2,4,21
u_000022,2025-05-10,2,2,22
u_000022,2025-05-11,1,1,42
u_000022,2025-05-13,4,6,13
u_000022,2025-05-14,3,3,36
u_000022,2025-05-16,2,2,26
u_000022,2025-05-19,3,5,10
u_000022,2025-05-21,2,4,19
u_000022,2025-05-24,2,4,23
u_000022,2025-05-25,4,7,14
u_000022,2025-05-27,1,5,13
u_000022,2025-05-28,3,5,7
u_000022,2025-05-29,1,3,24
u_000022,2025-06-02,2,1,17
u_000022,2025-06-03,2,1,25
u_000022,2025-06-05,4,4,59
u_000022,2025-06-06,5,3,45
u_000022,2025-06-07,1,4,9
u_000022,2025-06-10,1,3,23
u_000022,2025-06-11,5,3,6
u_000022,2025-06-12,4,5,20
